symbol,companyName,isin,industry
SONATSOFTW,Sonata Software Limited,INE269A01021,Computers - Software & Consulting
MMTC,MMTC Limited,INE123F01029,Trading & Distributors
BAJAJ-AUTO,Bajaj Auto Limited,INE917I01010,2/3 Wheelers
BOSCHLTD,Bosch Limited,INE323A01026,Auto Components & Equipments
TCS,Tata Consultancy Services Limited,INE467B01029,Computers - Software & Consulting
IDFCFIRSTB,IDFC First Bank Limited,INE092T08CP8,Private Sector Bank
GRAPHITE,Graphite India Limited,INE371A01025,Electrodes & Refractories
CONCOR,Container Corporation of India Limited,INE111A01025,Logistics Solution Provider
MAPMYINDIA,C.E. Info Systems Limited,INE0BV301023,Software Products
ACE,Action Construction Equipment Limited,INE731H01025,Construction Vehicles
ADANIPOWER,Adani Power Limited,INE814H01011,Integrated Power Utilities
REDINGTON,Redington Limited,INE891D01026,Trading & Distributors
ACI,Archean Chemical Industries Limited,INE128X01021,Specialty Chemicals
JSL,Jindal Stainless Limited,INE220G01021,Iron & Steel
CHEMPLASTS,Chemplast Sanmar Limited,INE488A01050,Commodity Chemicals
MRPL,Mangalore Refinery and Petrochemicals Limited,INE103A01014,Refineries & Marketing
CSBBANK,CSB Bank Limited,INE679A01013,Private Sector Bank
ISEC,ICICI Securities Limited,INE763G01038,Stockbroking & Allied
JUBLFOOD,Jubilant Foodworks Limited,INE797F01020,Restaurants
ITI,ITI Limited,INE248A01017,Telecom - Equipment & Accessories
PFC,Power Finance Corporation Limited,INE134E07422,Financial Institution
LATENTVIEW,Latent View Analytics Limited,INE0I7C01011,Computers - Software & Consulting
HAPPSTMNDS,Happiest Minds Technologies Limited,INE419U01012,Computers - Software & Consulting
UJJIVANSFB,Ujjivan Small Finance Bank Limited,INE551W01018,Other Bank
YESBANK,Yes Bank Limited,INE528G01035,Private Sector Bank
SHRIRAMFIN,Shriram Finance Limited,INE721A07NZ0,Non Banking Financial Company (NBFC)
IDEA,Vodafone Idea Limited,INE669E01016,Telecom - Cellular & Fixed line services
MAHLIFE,Mahindra Lifespace Developers Limited,INE813A01018,Residential Commercial Projects
NUVAMA,Nuvama Wealth Management Limited,INE531F01015,Stockbroking & Allied
DRREDDY,Dr. Reddy's Laboratories Limited,INE089A08051,Pharmaceuticals
SBIN,State Bank of India,INE062A08041,Public Sector Bank
PAGEIND,Page Industries Limited,INE761H01022,Garments & Apparels
THERMAX,Thermax Limited,INE152A01029,Heavy Electrical Equipment
SAIL,Steel Authority of India Limited,INE114A01011,Iron & Steel
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,INE192A01025,Tea & Coffee
NAUKRI,Info Edge (India) Limited,INE663F01024,Internet & Catalogue Retail
MUTHOOTFIN,Muthoot Finance Limited,INE414G07233,Non Banking Financial Company (NBFC)
NBCC,NBCC (India) Limited,INE095N01031,Civil Construction
CENTRALBK,Central Bank of India,INE483A01010,Public Sector Bank
LT,Larsen & Toubro Limited,INE018A01030,Civil Construction
INFY,Infosys Limited,INE009A01021,Computers - Software & Consulting
JIOFIN,Jio Financial Services Limited,INE758E01017,Non Banking Financial Company (NBFC)
CRISIL,CRISIL Limited,INE007A01025,Other Financial Services
RVNL,Rail Vikas Nigam Limited,INE415G01027,Civil Construction
PATANJALI,Patanjali Foods Limited,INE619A01035,Edible Oil
JSWINFRA,JSW Infrastructure Limited,INE880J01026,Port & Port services
IDFC,IDFC Limited,INE043D07385,Holding Company
FINEORG,Fine Organic Industries Limited,INE686Y01026,Specialty Chemicals
ZENSARTECH,Zensar Technologies Limited,INE520A01027,Computers - Software & Consulting
PERSISTENT,Persistent Systems Limited,INE262H01021,Computers - Software & Consulting
COFORGE,Coforge Limited,INE591G01017,Computers - Software & Consulting
VEDL,Vedanta Limited,INE205A01025,Diversified Metals
ARE&M,Amara Raja Energy & Mobility Limited,INE885A01032,Auto Components & Equipments
KPITTECH,KPIT Technologies Limited,INE04I401011,Computers - Software & Consulting
AXISBANK,Axis Bank Limited,INE238A01034,Private Sector Bank
STARHEALTH,Star Health and Allied Insurance Company Limited,INE575P01011,General Insurance
RECLTD,REC Limited,INE020B07HO1,Financial Institution
SUNDRMFAST,Sundram Fasteners Limited,INE387A01021,Auto Components & Equipments
ABCAPITAL,Aditya Birla Capital Limited,INE674K01013,Investment Company
IOB,Indian Overseas Bank,INE565A01014,Public Sector Bank
EIHOTEL,EIH Limited,INE230A01023,Hotels & Resorts
TATACOMM,Tata Communications Limited,INE151A01013,Telecom - Cellular & Fixed line services
IRFC,Indian Railway Finance Corporation Limited,INE053F07652,Financial Institution
LLOYDSME,Lloyds Metals And Energy Limited,INE281B01032,Sponge Iron
SWANENERGY,Swan Energy Limited,INE665A01038,Diversified
GAIL,GAIL (India) Limited,INE129A01019,Gas Transmission/Marketing
LTTS,L&T Technology Services Limited,INE010V01017,IT Enabled Services
DIXON,Dixon Technologies (India) Limited,INE935N01020,Consumer Electronics
HINDCOPPER,Hindustan Copper Limited,INE531E01026,Copper
UCOBANK,UCO Bank,INE691A01018,Public Sector Bank
LTIM,LTIMindtree Limited,INE214T01019,Computers - Software & Consulting
NETWORK18,Network18 Media & Investments Limited,INE870H01013,Media & Entertainment
VOLTAS,Voltas Limited,INE226A01021,Household Appliances
RBA,Restaurant Brands Asia Limited,INE07T201019,Restaurants
TATAELXSI,Tata Elxsi Limited,INE670A01012,Computers - Software & Consulting
LODHA,Macrotech Developers Limited,INE670K01029,Residential Commercial Projects
SJVN,SJVN Limited,INE002L01015,Power Generation
NIACL,The New India Assurance Company Limited,INE470Y01017,General Insurance
ABFRL,Aditya Birla Fashion and Retail Limited,INE647O01011,Speciality Retail
NMDC,NMDC Limited,INE584A01023,Industrial Minerals
SCHNEIDER,Schneider Electric Infrastructure Limited,INE839M01018,Heavy Electrical Equipment
PNB,Punjab National Bank,INE160A01022,Public Sector Bank
AARTIIND,Aarti Industries Limited,INE769A01020,Specialty Chemicals
M&M,Mahindra & Mahindra Limited,INE101A01026,Passenger Cars & Utility Vehicles
INOXWIND,Inox Wind Limited,INE066P01011,Heavy Electrical Equipment
CESC,CESC Limited,INE486A01021,Integrated Power Utilities
INDUSTOWER,Indus Towers Limited,INE121J01017,Telecom - Infrastructure
ENGINERSIN,Engineers India Limited,INE510A01028,Civil Construction
LTF,L&T Finance Limited,INE498L01015,Investment Company
HINDZINC,Hindustan Zinc Limited,INE267A01025,Zinc
NYKAA,FSN E-Commerce Ventures Limited,INE388Y01029,E-Retail/ E-Commerce
MANAPPURAM,Manappuram Finance Limited,INE522D07743,Non Banking Financial Company (NBFC)
TEJASNET,Tejas Networks Limited,INE010J01012,Telecom - Equipment & Accessories
HINDALCO,Hindalco Industries Limited,IN9038A01010,Aluminium
TATACHEM,Tata Chemicals Limited,INE092A01019,Commodity Chemicals
MPHASIS,MphasiS Limited,INE356A01018,Computers - Software & Consulting
IIFL,IIFL Finance Limited,INE530B07138,Non Banking Financial Company (NBFC)
3MINDIA,3M India Limited,INE470A01017,Diversified
ABB,ABB India Limited,INE117A01022,Heavy Electrical Equipment
BANKBARODA,Bank of Baroda,INE028A01039,Public Sector Bank
GUJGASLTD,Gujarat Gas Limited,INE844O01030,LPG/CNG/PNG/LNG Supplier
PRINCEPIPE,Prince Pipes And Fittings Limited,INE689W01016,Plastic Products - Industrial
KARURVYSYA,Karur Vysya Bank Limited,IN9036D01034,Private Sector Bank
INDIANB,Indian Bank,INE562A01011,Public Sector Bank
OFSS,Oracle Financial Services Software Limited,INE881D01027,Software Products
ZOMATO,Zomato Limited,INE758T01015,E-Retail/ E-Commerce
FEDERALBNK,The Federal Bank  Limited,INE171A01029,Private Sector Bank
NATIONALUM,National Aluminium Company Limited,INE139A01034,Aluminium
GSPL,Gujarat State Petronet Limited,INE246F01010,Gas Transmission/Marketing
BHEL,Bharat Heavy Electricals Limited,INE257A01026,Heavy Electrical Equipment
CANBK,Canara Bank,INE476A01022,Public Sector Bank
TATAPOWER,Tata Power Company Limited,INE245A01021,Integrated Power Utilities
COALINDIA,Coal India Limited,INE522F01014,Coal
HUDCO,Housing & Urban Development Corporation Limited,INE031A07832,Financial Institution
LEMONTREE,Lemon Tree Hotels Limited,INE970X01018,Hotels & Resorts
ONGC,Oil & Natural Gas Corporation Limited,INE213A01029,Oil Exploration & Production
GODFRYPHLP,Godfrey Phillips India Limited,INE260B01028,Cigarettes & Tobacco Products
WIPRO,Wipro Limited,INE075A01022,Computers - Software & Consulting
RBLBANK,RBL Bank Limited,INE976G01028,Private Sector Bank
FORTIS,Fortis Healthcare Limited,INE061F01013,Hospital
KSB,Ksb Limited,INE999A01023,Compressors Pumps & Diesel Engines
OIL,Oil India Limited,INE274J01014,Oil Exploration & Production
GICRE,General Insurance Corporation of India,INE481Y01014,General Insurance
